Time(s),ResponseKp1_Tiinf_Td0,ResponseKp6_TiinfTd0,ResponseKp6_Tiinf_Td1,ResponseKp6_Tiinf_Td0.25
2.956,6.36602,6.27091,5.29223,6.29545
2.958,6.36602,6.27091,5.30757,6.29545
2.96,6.36602,6.27091,5.32598,6.29545
2.962,6.36602,6.27091,5.35052,6.29545
2.964,6.36602,6.27091,5.36893,6.29545
2.966,6.36602,6.27091,5.3812,6.29545
2.968,6.36602,6.27091,5.38427,6.29545
2.97,6.36602,6.27091,5.3812,6.29545
2.972,6.36602,6.27091,5.36893,6.29545
2.974,6.36602,6.27091,5.34745,6.29545
2.976,6.36602,6.27091,5.33211,6.29545
2.978,6.36602,6.27091,5.31677,6.29545
2.98,6.36602,6.27091,5.31064,6.29545
2.982,6.36602,6.27091,5.31371,6.29545
2.984,6.36602,6.27091,5.32905,6.29545
2.986,6.36602,6.27091,5.34745,6.29545
2.988,6.36602,6.27091,5.372,6.29545
2.99,6.36602,6.27091,5.39347,6.29545
2.992,6.36602,6.27091,5.40575,6.29545
2.994,6.36602,6.27091,5.41188,6.29545
2.996,6.36602,6.27091,5.41188,6.29545
2.998,6.36602,6.27091,5.39961,6.29545
3,6.36602,6.27091,5.3812,6.29545
3.002,6.36602,6.27091,5.35973,6.29545
3.004,6.36602,6.27091,5.34439,6.29545
3.006,6.36602,6.27091,5.33825,6.29545
3.008,6.36602,6.27091,5.33825,6.29545
3.01,6.36602,6.27091,5.34745,6.29545
3.012,6.36602,6.27091,5.36893,6.29545
3.014,6.36602,6.27091,5.39041,6.29545
3.016,6.36602,6.27091,5.41188,6.29545
3.018,6.36602,6.27091,5.43029,6.29545
3.02,6.36602,6.27091,5.43643,6.29545
3.022,6.36602,6.27091,5.43643,6.29545
3.024,6.36602,6.27091,5.42722,6.29545
3.026,6.36602,6.27091,5.41188,6.29545
3.028,6.36602,6.27091,5.39347,6.29545
3.03,6.36602,6.27091,5.37507,6.29545
3.032,6.36602,6.27091,5.36279,6.29545
3.034,6.36602,6.27091,5.35973,6.29545
3.036,6.36602,6.27091,5.36586,6.29545
3.038,6.36602,6.27091,5.37813,6.29545
3.04,6.36602,6.27091,5.39961,6.29545
3.042,6.36602,6.27091,5.42415,6.29545
3.044,6.36602,6.27091,5.44256,6.29545
3.046,6.36602,6.27091,5.45483,6.29545
3.048,6.36602,6.27091,5.4579,6.29545
3.05,6.36602,6.27091,5.45483,6.29545
3.052,6.36602,6.27091,5.44256,6.29545
3.054,6.36602,6.27091,5.42415,6.29545
3.056,6.36602,6.27091,5.40575,6.29545
3.058,6.36602,6.27091,5.39041,6.29545
3.06,6.36602,6.27091,5.3812,6.29545
3.062,6.36602,6.27091,5.3812,6.29545
3.064,6.36602,6.27091,5.39347,6.29545
3.066,6.36602,6.27091,5.41188,6.29545
3.068,6.36602,6.27091,5.43336,6.29545
3.07,6.36602,6.27091,5.45483,6.29545
3.072,6.36602,6.27091,5.47324,6.29545
3.074,6.36602,6.27091,5.48244,6.29545
3.076,6.36602,6.27091,5.48244,6.29545
3.078,6.36602,6.27091,5.47324,6.29545
3.08,6.36602,6.27091,5.45483,6.29545
3.082,6.36602,6.27091,5.43643,6.29545
3.084,6.36602,6.27091,5.42109,6.29545
3.086,6.36602,6.27091,5.40881,6.29545
3.088,6.36602,6.27091,5.40575,6.29545
3.09,6.36602,6.27091,5.41188,6.29545
3.092,6.36602,6.27091,5.42722,6.29545
3.094,6.36602,6.27091,5.4487,6.29545
3.096,6.36602,6.27091,5.47017,6.29545
3.098,6.36602,6.27091,5.48551,6.29545
3.1,6.36602,6.27091,5.49778,6.29545
3.102,6.36602,6.27091,5.50085,6.29545
3.104,6.36602,6.27091,5.49472,6.29545
3.106,6.36602,6.27091,5.47938,6.29545
3.108,6.36602,6.27091,5.46097,6.29545
3.11,6.36602,6.27091,5.44256,6.29545
3.112,6.36602,6.27091,5.43029,6.29545
3.114,6.36602,6.27091,5.42415,6.29545
3.116,6.36602,6.27091,5.42722,6.29545
3.118,6.36602,6.27091,5.44256,6.29545
3.12,6.36602,6.27091,5.46097,6.29545
3.122,6.36602,6.27091,5.48244,6.29545
3.124,6.36602,6.27091,5.50392,6.29545
3.126,6.36602,6.27091,5.51619,6.29545
3.128,6.36602,6.27091,5.51926,6.29545
3.13,6.36602,6.27091,5.51619,6.29545
3.132,6.36602,6.27091,5.50392,6.29545
3.134,6.36602,6.27091,5.48551,6.29545
3.136,6.36602,6.27091,5.4671,6.29545
3.138,6.36602,6.27091,5.45483,6.29545
3.14,6.36602,6.27091,5.44563,6.29545
3.142,6.36602,6.27091,5.4487,6.29545
3.144,6.36602,6.27091,5.4579,6.29545
3.146,6.36602,6.27091,5.47938,6.29545
3.148,6.36602,6.27091,5.50085,6.29545
3.15,6.36602,6.27091,5.51926,6.29545
3.152,6.36602,6.27091,5.5346,6.29545
3.154,6.36602,6.27091,5.54074,6.29545
3.156,6.36602,6.27091,5.54074,6.29545
3.158,6.36602,6.27091,5.52846,6.29545
3.16,6.36602,6.27091,5.51006,6.29545
3.162,6.36602,6.27091,5.49165,6.29545
3.164,6.36602,6.27091,5.47631,6.29545
3.166,6.36602,6.27091,5.4671,6.29545
3.168,6.36602,6.27091,5.4671,6.29545
3.17,6.36602,6.27091,5.47631,6.29545
3.172,6.36602,6.27091,5.49472,6.29545
3.174,6.36602,6.27091,5.51619,6.29545
3.176,6.36602,6.27091,5.53767,6.29545
3.178,6.36602,6.27091,5.55301,6.29545
3.18,6.36602,6.27091,5.56221,6.29545
3.182,6.36602,6.27091,5.56221,6.29545
3.184,6.36602,6.27091,5.54994,6.29545
3.186,6.36602,6.27091,5.5346,6.29545
3.188,6.36602,6.27091,5.51619,6.29545
3.19,6.36602,6.27091,5.50085,6.29545
3.192,6.36602,6.27091,5.49165,6.29545
3.194,6.36602,6.27091,5.48858,6.29545
3.196,6.36602,6.27091,5.49472,6.29545
3.198,6.36602,6.27091,5.51312,6.29545
3.2,6.36602,6.27091,5.53153,6.29545
3.202,6.36602,6.27091,5.55301,6.29545
3.204,6.36602,6.27091,5.57142,6.29545
3.206,6.36602,6.27091,5.58062,6.29545
3.208,6.36602,6.27091,5.58062,6.29545
3.21,6.36602,6.27091,5.57448,6.29545
3.212,6.36602,6.27091,5.55608,6.29545
3.214,6.36602,6.27091,5.53767,6.29545
3.216,6.36602,6.27091,5.52233,6.29545
3.218,6.36602,6.27091,5.51006,6.29545
3.22,6.36602,6.27091,5.50699,6.29545
3.222,6.36602,6.27091,5.51006,6.29545
3.224,6.36602,6.27091,5.5254,6.29545
3.226,6.36602,6.27091,5.54687,6.29545
3.228,6.36602,6.27091,5.56835,6.29545
3.23,6.36602,6.27091,5.58676,6.29545
3.232,6.36602,6.27091,5.59596,6.29545
3.234,6.36602,6.27091,5.59903,6.29545
3.236,6.36602,6.27091,5.59289,6.29545
3.238,6.36602,6.27091,5.57755,6.29545
3.24,6.36602,6.27091,5.55914,6.29545
3.242,6.36602,6.27091,5.54074,6.29545
3.244,6.36602,6.27091,5.52846,6.29545
3.246,6.36602,6.27091,5.52233,6.29545
3.248,6.36602,6.27091,5.5254,6.29545
3.25,6.36602,6.27091,5.54074,6.29545
3.252,6.36602,6.27091,5.55914,6.29545
3.254,6.36602,6.27091,5.58062,6.29545
3.256,6.36602,6.27091,5.59903,6.29545
3.258,6.36602,6.27091,5.6113,6.29545
3.26,6.36602,6.27091,5.61437,6.29545
3.262,6.36602,6.27091,5.6113,6.29545
3.264,6.36602,6.27091,5.59596,6.29545
3.266,6.36602,6.27091,5.57755,6.29545
3.268,6.36602,6.27091,5.56221,6.29545
3.27,6.36602,6.27091,5.54687,6.29545
3.272,6.36602,6.27091,5.5438,6.29545
3.274,6.36602,6.27091,5.54687,6.29545
3.276,6.36602,6.27091,5.55914,6.29545
3.278,6.36602,6.27091,5.57755,6.29545
3.28,6.36602,6.27091,5.59903,6.29545
3.282,6.36602,6.27091,5.61743,6.29545
3.284,6.36602,6.27091,5.62971,6.29545
3.286,6.36602,6.27091,5.63277,6.29545
3.288,6.36602,6.27091,5.62664,6.29545
3.29,6.36602,6.27091,5.61437,6.29545
3.292,6.36602,6.27091,5.59289,6.29545
3.294,6.36602,6.27091,5.57755,6.29545
3.296,6.36602,6.27091,5.56528,6.29545
3.298,6.36602,6.27091,5.55914,6.29545
3.3,6.36602,6.27091,5.56221,6.29545
3.302,6.36602,6.27091,5.57448,6.29545
3.304,6.36602,6.27091,5.59289,6.29545
3.306,6.36602,6.27091,5.61437,6.29545
3.308,6.36602,6.27091,5.63584,6.29545
3.31,6.36602,6.27091,5.64811,6.29545
3.312,6.36602,6.27091,5.65425,6.29545
3.314,6.36602,6.27091,5.65118,6.29545
3.316,6.36602,6.27091,5.63891,6.29545
3.318,6.36602,6.27091,5.61743,6.29545
3.32,6.36602,6.27091,5.59903,6.29545
3.322,6.36602,6.27091,5.58369,6.29545
3.324,6.36602,6.27091,5.57755,6.29545
3.326,6.36602,6.27091,5.57755,6.29545
3.328,6.36602,6.27091,5.58676,6.29545
3.33,6.36602,6.27091,5.60209,6.29545
3.332,6.36602,6.27091,5.62664,6.29545
3.334,6.36602,6.27091,5.64811,6.29545
3.336,6.36602,6.27091,5.66345,6.29545
3.338,6.36602,6.27091,5.66959,6.29545
3.34,6.36602,6.27091,5.66959,6.29545
3.342,6.36602,6.27091,5.65732,6.29545
3.344,6.36602,6.27091,5.63891,6.29545
3.346,6.36602,6.27091,5.6205,6.29545
3.348,6.36602,6.27091,5.60516,6.29545
3.35,6.36602,6.27091,5.59596,6.29545
3.352,6.36602,6.27091,5.59289,6.29545
3.354,6.36602,6.27091,5.60209,6.29545
3.356,6.36602,6.27091,5.61743,6.29545
3.358,6.36602,6.27091,5.63891,6.29545
3.36,6.36602,6.27091,5.66039,6.29545
3.362,6.36602,6.27091,5.67573,6.29545
3.364,6.36602,6.27091,5.68493,6.29545
3.366,6.36602,6.27091,5.68493,6.29545
3.368,6.36602,6.27091,5.67266,6.29545
3.37,6.36602,6.27091,5.65425,6.29545
3.372,6.36602,6.27091,5.63277,6.29545
3.374,6.36602,6.27091,5.61743,6.29545
3.376,6.36602,6.27091,5.60516,6.29545
3.378,6.36602,6.27091,5.60516,6.29545
3.38,6.36602,6.27091,5.6113,6.29545
3.382,6.36602,6.27091,5.62664,6.29545
3.384,6.36602,6.27091,5.64811,6.29545
3.386,6.36602,6.27091,5.67266,6.29545
3.388,6.36602,6.27091,5.688,6.29545
3.39,6.36602,6.27091,5.70027,6.29545
3.392,6.36602,6.27091,5.70027,6.29545
3.394,6.36602,6.27091,5.69413,6.29545
3.396,6.36602,6.27091,5.67573,6.29545
3.398,6.36602,6.27091,5.65425,6.29545
3.4,6.36602,6.27091,5.63584,6.29545
3.402,6.36602,6.27091,5.62357,6.29545
3.404,6.36602,6.27091,5.61743,6.29545
3.406,6.36602,6.27091,5.6205,6.29545
3.408,6.36602,6.27091,5.63277,6.29545
3.41,6.36602,6.27091,5.65425,6.29545
3.412,6.36602,6.27091,5.67573,6.29545
3.414,6.36602,6.27091,5.6972,6.29545
3.416,6.36602,6.27091,5.70947,6.29545
3.418,6.36602,6.27091,5.71254,6.29545
3.42,6.36602,6.27091,5.71254,6.29545
3.422,6.36602,6.27091,5.70027,6.29545
3.424,6.36602,6.27091,5.68186,6.29545
3.426,6.36602,6.27091,5.66039,6.29545
3.428,6.36602,6.27091,5.64198,6.29545
3.43,6.36602,6.27091,5.63277,6.29545
3.432,6.36602,6.27091,5.63277,6.29545
3.434,6.36602,6.27091,5.64198,6.29545
3.436,6.36602,6.27091,5.65732,6.29545
3.438,6.36602,6.27091,5.67879,6.29545
3.44,6.36602,6.27091,5.70027,6.29545
3.442,6.36602,6.27091,5.71868,6.29545
3.444,6.36602,6.27091,5.73095,6.29545
3.446,6.36602,6.27091,5.73095,6.29545
3.448,6.36602,6.27091,5.72481,6.29545
3.45,6.36602,6.27091,5.70947,6.29545
3.452,6.36602,6.27091,5.688,6.29545
3.454,6.36602,6.27091,5.67266,6.29545
3.456,6.36602,6.27091,5.65732,6.29545
3.458,6.36602,6.27091,5.65118,6.29545
3.46,6.36602,6.27091,5.65732,6.29545
3.462,6.36602,6.27091,5.66959,6.29545
3.464,6.36602,6.27091,5.69107,6.29545
3.466,6.36602,6.27091,5.71254,6.29545
3.468,6.36602,6.27091,5.73095,6.29545
3.47,6.36602,6.27091,5.74322,6.29545
3.472,6.36602,6.27091,5.74936,6.29545
3.474,6.36602,6.27091,5.74322,6.29545
3.476,6.36602,6.27091,5.73095,6.29545
3.478,6.36602,6.27091,5.71254,6.29545
3.48,6.36602,6.27091,5.69107,6.29545
3.482,6.36602,6.27091,5.67573,6.29545
3.484,6.36602,6.27091,5.66652,6.29545
3.486,6.36602,6.27091,5.66959,6.29545
3.488,6.36602,6.27091,5.67879,6.29545
3.49,6.36602,6.27091,5.70027,6.29545
3.492,6.36602,6.27091,5.72481,6.29545
3.494,6.36602,6.27091,5.74629,6.29545
3.496,6.36602,6.27091,5.76163,6.29545
3.498,6.36602,6.27091,5.76776,6.29545
3.5,6.36602,6.27091,5.7647,6.29545
3.502,6.36602,6.27091,5.75549,6.29545
3.504,6.36602,6.27091,5.73709,6.29545
3.506,6.36602,6.27091,5.71561,6.29545
3.508,6.36602,6.27091,5.70027,6.29545
3.51,6.36602,6.27091,5.688,6.29545
3.512,6.36602,6.27091,5.688,6.29545
3.514,6.36602,6.27091,5.6972,6.29545
3.516,6.36602,6.27091,5.71254,6.29545
3.518,6.36602,6.27091,5.73402,6.29545
3.52,6.36602,6.27091,5.75549,6.29545
3.522,6.36602,6.27091,5.7739,6.29545
3.524,6.36602,6.27091,5.7831,6.29545
3.526,6.36602,6.27091,5.7831,6.29545
3.528,6.36602,6.27091,5.7739,6.29545
3.53,6.36602,6.27091,5.75856,6.29545
3.532,6.36602,6.27091,5.73709,6.29545
3.534,6.36602,6.27091,5.71868,6.29545
3.536,6.36602,6.27091,5.70641,6.29545
3.538,6.36602,6.27091,5.70027,6.29545
3.54,6.36602,6.27091,5.70334,6.29545
3.542,6.36602,6.27091,5.71561,6.29545
3.544,6.36602,6.27091,5.73709,6.29545
3.546,6.36602,6.27091,5.75856,6.29545
3.548,6.36602,6.27091,5.77697,6.29545
3.55,6.36602,6.27091,5.79231,6.29545
3.552,6.36602,6.27091,5.79538,6.29545
3.554,6.36602,6.27091,5.79231,6.29545
3.556,6.36602,6.27091,5.78004,6.29545
3.558,6.36602,6.27091,5.76163,6.29545
3.56,6.36602,6.27091,5.74015,6.29545
3.562,6.36602,6.27091,5.72481,6.29545
3.564,6.36602,6.27091,5.71561,6.29545
3.566,6.36602,6.27091,5.71254,6.29545
3.568,6.36602,6.27091,5.72175,6.29545
3.57,6.36602,6.27091,5.73709,6.29545
3.572,6.36602,6.27091,5.75856,6.29545
3.574,6.36602,6.27091,5.78004,6.29545
3.576,6.36602,6.27091,5.79844,6.29545
3.578,6.36602,6.27091,5.81072,6.29545
3.58,6.36602,6.27091,5.81072,6.29545
3.582,6.36602,6.27091,5.80458,6.29545
3.584,6.36602,6.27091,5.78924,6.29545
3.586,6.36602,6.27091,5.76776,6.29545
3.588,6.36602,6.27091,5.74936,6.29545
3.59,6.36602,6.27091,5.73709,6.29545
3.592,6.36602,6.27091,5.72788,6.29545
3.594,6.36602,6.27091,5.72788,6.29545
3.596,6.36602,6.27091,5.74015,6.29545
3.598,6.36602,6.27091,5.76163,6.29545
3.6,6.36602,6.27091,5.78004,6.29545
3.602,6.36602,6.27091,5.80151,6.29545
3.604,6.36602,6.27091,5.81378,6.29545
3.606,6.36602,6.27091,5.82299,6.29545
3.608,6.36602,6.27091,5.81992,6.29545
3.61,6.36602,6.27091,5.81072,6.29545
3.612,6.36602,6.27091,5.78924,6.29545
3.614,6.36602,6.27091,5.77083,6.29545
3.616,6.36602,6.27091,5.75549,6.29545
3.618,6.36602,6.27091,5.74629,6.29545
3.62,6.36602,6.27091,5.74629,6.29545
3.622,6.36602,6.27091,5.75242,6.29545
3.624,6.36602,6.27091,5.77083,6.29545
3.626,6.36602,6.27091,5.78924,6.29545
3.628,6.36602,6.27091,5.81072,6.29545
3.63,6.36602,6.27091,5.82606,6.29545
3.632,6.36602,6.27091,5.83526,6.29545
3.634,6.36602,6.27091,5.83526,6.29545
3.636,6.36602,6.27091,5.82299,6.29545
3.638,6.36602,6.27091,5.80765,6.29545
3.64,6.36602,6.27091,5.78924,6.29545
3.642,6.36602,6.27091,5.77083,6.29545
3.644,6.36602,6.27091,5.76163,6.29545
3.646,6.36602,6.27091,5.75549,6.29545
3.648,6.36602,6.27091,5.76163,6.29545
3.65,6.36602,6.27091,5.77697,6.29545
3.652,6.36602,6.27091,5.79844,6.29545
3.654,6.36602,6.27091,5.81685,6.29545
3.656,6.36602,6.27091,5.83526,6.29545
3.658,6.36602,6.27091,5.84446,6.29545
3.66,6.36602,6.27091,5.84753,6.29545
3.662,6.36602,6.27091,5.83833,6.29545
3.664,6.36602,6.27091,5.82299,6.29545
3.666,6.36602,6.27091,5.80458,6.29545
3.668,6.36602,6.27091,5.78617,6.29545
3.67,6.36602,6.27091,5.7739,6.29545
3.672,6.36602,6.27091,5.76776,6.29545
3.674,6.36602,6.27091,5.76776,6.29545
3.676,6.36602,6.27091,5.7831,6.29545
3.678,6.36602,6.27091,5.80151,6.29545
3.68,6.36602,6.27091,5.82299,6.29545
3.682,6.36602,6.27091,5.8414,6.29545
3.684,6.36602,6.27091,5.8506,6.29545
3.686,6.36602,6.27091,5.85674,6.29545
3.688,6.36602,6.27091,5.8506,6.29545
3.69,6.36602,6.27091,5.83833,6.29545
3.692,6.36602,6.27091,5.81992,6.29545
3.694,6.36602,6.27091,5.80151,6.29545
3.696,6.36602,6.27091,5.78617,6.29545
3.698,6.36602,6.27091,5.78004,6.29545
3.7,6.36602,6.27091,5.78004,6.29545
3.702,6.36602,6.27091,5.78924,6.29545
3.704,6.36602,6.27091,5.81072,6.29545
3.706,6.36602,6.27091,5.83219,6.29545
3.708,6.36602,6.27091,5.8506,6.29545
3.71,6.36602,6.27091,5.86287,6.29545
3.712,6.36602,6.27091,5.86901,6.29545
3.714,6.36602,6.27091,5.86594,6.29545
3.716,6.36602,6.27091,5.85367,6.29545
3.718,6.36602,6.27091,5.83526,6.29545
3.72,6.36602,6.27091,5.81378,6.29545
3.722,6.36602,6.27091,5.79844,6.29545
3.724,6.36602,6.27091,5.78924,6.29545
3.726,6.36602,6.27091,5.78924,6.29545
3.728,6.36602,6.27091,5.79844,6.29545
3.73,6.36602,6.27091,5.81685,6.29545
3.732,6.36602,6.27091,5.83526,6.29545
3.734,6.36602,6.27091,5.85674,6.29545
3.736,6.36602,6.27091,5.87514,6.29545
3.738,6.36602,6.27091,5.88128,6.29545
3.74,6.36602,6.27091,5.88128,6.29545
3.742,6.36602,6.27091,5.87208,6.29545
3.744,6.36602,6.27091,5.85674,6.29545
3.746,6.36602,6.27091,5.83526,6.29545
3.748,6.36602,6.27091,5.81685,6.29545
3.75,6.36602,6.27091,5.80458,6.29545
3.752,6.36602,6.27091,5.79844,6.29545
3.754,6.36602,6.27091,5.80151,6.29545
3.756,6.36602,6.27091,5.81378,6.29545
3.758,6.36602,6.27091,5.83526,6.29545
3.76,6.36602,6.27091,5.85674,6.29545
3.762,6.36602,6.27091,5.87514,6.29545
3.764,6.36602,6.27091,5.88742,6.29545
3.766,6.36602,6.27091,5.89048,6.29545
3.768,6.36602,6.27091,5.88742,6.29545
3.77,6.36602,6.27091,5.87208,6.29545
3.772,6.36602,6.27091,5.85367,6.29545
3.774,6.36602,6.27091,5.83526,6.29545
3.776,6.36602,6.27091,5.82299,6.29545
3.778,6.36602,6.27091,5.81378,6.29545
3.78,6.36602,6.27091,5.81378,6.29545
3.782,6.36602,6.27091,5.82606,6.29545
3.784,6.36602,6.27091,5.84446,6.29545
3.786,6.36602,6.27091,5.86287,6.29545
3.788,6.36602,6.27091,5.88435,6.29545
3.79,6.36602,6.27091,5.89662,6.29545
3.792,6.36602,6.27091,5.90276,6.29545
3.794,6.36602,6.27091,5.89969,6.29545
3.796,6.36602,6.27091,5.88742,6.29545
3.798,6.36602,6.27091,5.86901,6.29545
3.8,6.36602,6.27091,5.8506,6.29545
3.802,6.36602,6.27091,5.83526,6.29545
3.804,6.36602,6.27091,5.82606,6.29545
3.806,6.36602,6.27091,5.82606,6.29545
3.808,6.36602,6.27091,5.83526,6.29545
3.81,6.36602,6.27091,5.8506,6.29545
3.812,6.36602,6.27091,5.87208,6.29545
3.814,6.36602,6.27091,5.89355,6.29545
3.816,6.36602,6.27091,5.90889,6.29545
3.818,6.36602,6.27091,5.91809,6.29545
3.82,6.36602,6.27091,5.91809,6.29545
3.822,6.36602,6.27091,5.90889,6.29545
3.824,6.36602,6.27091,5.89048,6.29545
3.826,6.36602,6.27091,5.87208,6.29545
3.828,6.36602,6.27091,5.8506,6.29545
3.83,6.36602,6.27091,5.83833,6.29545
3.832,6.36602,6.27091,5.83219,6.29545
3.834,6.36602,6.27091,5.83526,6.29545
3.836,6.36602,6.27091,5.84753,6.29545
3.838,6.36602,6.27091,5.86594,6.29545
3.84,6.36602,6.27091,5.88742,6.29545
3.842,6.36602,6.27091,5.90889,6.29545
3.844,6.36602,6.27091,5.92116,6.29545
3.846,6.36602,6.27091,5.9273,6.29545
3.848,6.36602,6.27091,5.92423,6.29545
3.85,6.36602,6.27091,5.91503,6.29545
3.852,6.36602,6.27091,5.89662,6.29545
3.854,6.36602,6.27091,5.87514,6.29545
3.856,6.36602,6.27091,5.85674,6.29545
3.858,6.36602,6.27091,5.84753,6.29545
3.86,6.36602,6.27091,5.84446,6.29545
3.862,6.36602,6.27091,5.8506,6.29545
3.864,6.36602,6.27091,5.86594,6.29545
3.866,6.36602,6.27091,5.88435,6.29545
3.868,6.36602,6.27091,5.90582,6.29545
3.87,6.36602,6.27091,5.92423,6.29545
3.872,6.36602,6.27091,5.9365,6.29545
3.874,6.36602,6.27091,5.9365,6.29545
3.876,6.36602,6.27091,5.93037,6.29545
3.878,6.36602,6.27091,5.91503,6.29545
3.88,6.36602,6.27091,5.89662,6.29545
3.882,6.36602,6.27091,5.87821,6.29545
3.884,6.36602,6.27091,5.86287,6.29545
3.886,6.36602,6.27091,5.85674,6.29545
3.888,6.36602,6.27091,5.85674,6.29545
3.89,6.36602,6.27091,5.86901,6.29545
3.892,6.36602,6.27091,5.88742,6.29545
3.894,6.36602,6.27091,5.90582,6.29545
3.896,6.36602,6.27091,5.9273,6.29545
3.898,6.36602,6.27091,5.93957,6.29545
3.9,6.36602,6.27091,5.94877,6.29545
3.902,6.36602,6.27091,5.94571,6.29545
3.904,6.36602,6.27091,5.93343,6.29545
3.906,6.36602,6.27091,5.91503,6.29545
3.908,6.36602,6.27091,5.89662,6.29545
3.91,6.36602,6.27091,5.88128,6.29545
3.912,6.36602,6.27091,5.86901,6.29545
3.914,6.36602,6.27091,5.86901,6.29545
3.916,6.36602,6.27091,5.87514,6.29545
3.918,6.36602,6.27091,5.89048,6.29545
3.92,6.36602,6.27091,5.91196,6.29545
3.922,6.36602,6.27091,5.93343,6.29545
3.924,6.36602,6.27091,5.94877,6.29545
3.926,6.36602,6.27091,5.95798,6.29545
3.928,6.36602,6.27091,5.95798,6.29545
3.93,6.36602,6.27091,5.94877,6.29545
3.932,6.36602,6.27091,5.93343,6.29545
3.934,6.36602,6.27091,5.91196,6.29545
3.936,6.36602,6.27091,5.89355,6.29545
3.938,6.36602,6.27091,5.88128,6.29545
3.94,6.36602,6.27091,5.87514,6.29545
3.942,6.36602,6.27091,5.88128,6.29545
3.944,6.36602,6.27091,5.89355,6.29545
3.946,6.36602,6.27091,5.91196,6.29545
3.948,6.36602,6.27091,5.93343,6.29545
3.95,6.36602,6.27091,5.95184,6.29545
3.952,6.36602,6.27091,5.96105,6.29545
3.954,6.36602,6.27091,5.96411,6.29545
3.956,6.36602,6.27091,5.95798,6.29545
3.958,6.36602,6.27091,5.94571,6.29545
3.96,6.36602,6.27091,5.9273,6.29545
3.962,6.36602,6.27091,5.90889,6.29545
3.964,6.36602,6.27091,5.89048,6.29545
3.966,6.36602,6.27091,5.88435,6.29545
3.968,6.36602,6.27091,5.88435,6.29545
3.97,6.36602,6.27091,5.89355,6.29545
3.972,6.36602,6.27091,5.91196,6.29545
3.974,6.36602,6.27091,5.93343,6.29545
3.976,6.36602,6.27091,5.95491,6.29545
3.978,6.36602,6.27091,5.97025,6.29545
3.98,6.36602,6.27091,5.97639,6.29545
3.982,6.36602,6.27091,5.97639,6.29545
3.984,6.36602,6.27091,5.96718,6.29545
3.986,6.36602,6.27091,5.94877,6.29545
3.988,6.36602,6.27091,5.9273,6.29545
3.99,6.36602,6.27091,5.90889,6.29545
3.992,6.36602,6.27091,5.89662,6.29545
3.994,6.36602,6.27091,5.89355,6.29545
3.996,6.36602,6.27091,5.89662,6.29545
3.998,6.36602,6.27091,5.90889,6.29545
4,6.36602,6.27091,5.93037,6.29545
4.002,6.36602,6.27091,5.95184,6.29545
4.004,6.36602,6.27091,5.97025,6.29545
4.006,6.36602,6.27091,5.98252,6.29545
4.008,6.36602,6.27091,5.98559,6.29545
4.01,6.36602,6.27091,5.97945,6.29545
4.012,6.36602,6.27091,5.96718,6.29545
4.014,6.36602,6.27091,5.94571,6.29545
4.016,6.36602,6.27091,5.9273,6.29545
4.018,6.36602,6.27091,5.91196,6.29545
4.02,6.36602,6.27091,5.90582,6.29545
4.022,6.36602,6.27091,5.90582,6.29545
4.024,6.36602,6.27091,5.91503,6.29545
4.026,6.36602,6.27091,5.93343,6.29545
4.028,6.36602,6.27091,5.95184,6.29545
4.03,6.36602,6.27091,5.97332,6.29545
4.032,6.36602,6.27091,5.98866,6.29545
4.034,6.36602,6.27091,5.99479,6.29545
4.036,6.36602,6.27091,5.99479,6.29545
4.038,6.36602,6.27091,5.98252,6.29545
4.04,6.36602,6.27091,5.96411,6.29545
4.042,6.36602,6.27091,5.94571,6.29545
4.044,6.36602,6.27091,5.93037,6.29545
4.046,6.36602,6.27091,5.91809,6.29545
4.048,6.36602,6.27091,5.91503,6.29545
4.05,6.36602,6.27091,5.92116,6.29545
4.052,6.36602,6.27091,5.9365,6.29545
4.054,6.36602,6.27091,5.95798,6.29545
4.056,6.36602,6.27091,5.97639,6.29545
4.058,6.36602,6.27091,5.99479,6.29545
4.06,6.36602,6.27091,6.004,6.29545
4.062,6.36602,6.27091,6.004,6.29545
4.064,6.36602,6.27091,5.99479,6.29545
4.066,6.36602,6.27091,5.97639,6.29545
4.068,6.36602,6.27091,5.95798,6.29545
4.07,6.36602,6.27091,5.93957,6.29545
4.072,6.36602,6.27091,5.92423,6.29545
4.074,6.36602,6.27091,5.92116,6.29545
4.076,6.36602,6.27091,5.92423,6.29545
4.078,6.36602,6.27091,5.9365,6.29545
4.08,6.36602,6.27091,5.95491,6.29545
4.082,6.36602,6.27091,5.97639,6.29545
4.084,6.36602,6.27091,5.99479,6.29545
4.086,6.36602,6.27091,6.00707,6.29545
4.088,6.36602,6.27091,6.0132,6.29545
4.09,6.36602,6.27091,6.00707,6.29545
4.092,6.36602,6.27091,5.99479,6.29545
4.094,6.36602,6.27091,5.97332,6.29545
4.096,6.36602,6.27091,5.95184,6.29545
4.098,6.36602,6.27091,5.93343,6.29545
4.1,6.36602,6.27091,5.92423,6.29545
4.102,6.36602,6.27091,5.92423,6.29545
4.104,6.36602,6.27091,5.93037,6.29545
4.106,6.36602,6.27091,5.94571,6.29545
4.108,6.36602,6.27091,5.96718,6.29545
4.11,6.36602,6.27091,5.99173,6.29545
4.112,6.36602,6.27091,6.00707,6.29545
4.114,6.36602,6.27091,6.01934,6.29545
