Time(s),SustainedOscillation,Setpoint,ZNPID,Optimised
0.574,0,0,0,0
0.576,0,0,0,0
0.578,0,0,0,0
0.58,0,0,0,0
0.582,0,0,0,0
0.584,0,0,0,0
0.586,0,0,0,0
0.588,0,0,0,0
0.59,0,0,0,0
0.592,0,0,0,0
0.594,0,0,0,0
0.596,0,0,0,0
0.598,0,0,0,0
0.6,0,0,0,0
0.602,0,0,0,0
0.604,0,0,0,0
0.606,0,0,0,0
0.608,0,0,0,0
0.61,0,0,0,0
0.612,0,0,0,0
0.614,0,0,0,0
0.616,0,0,0,0
0.618,0,0,0,0
0.62,0,0,0,0
0.622,0,0,0,0
0.624,0,0,0,0
0.626,0,0,0,0
0.628,0,0,0,0
0.63,0,0,0,0
0.632,0,0,0,0
0.634,0,0,0,0
0.636,0,0,0,0
0.638,0,0,0,0
0.64,0,0,0,0
0.642,0,0,0,0
0.644,0,0,0,0
0.646,0,0,0,0
0.648,0,0,0,0
0.65,0,0,0,0
0.652,0,0,0,0
0.654,0,0,0,0
0.656,0,0,0,0
0.658,0,0,0,0
0.66,0,0,0,0
0.662,0,0,0,0
0.664,0,0,0,0
0.666,0,0,0,0
0.668,0,0,0,0
0.67,0,0,0,0
0.672,0,0,0,0
0.674,0,0,0,0
0.676,0,0,0,0
0.678,0,0,0,0
0.68,0,0,0,0
0.682,0,0,0,0
0.684,0,0,0,0
0.686,0,0,0,0
0.688,0,0,0,0
0.69,0,0,0,0
0.692,0,0,0,0
0.694,0,0,0,0
0.696,0,0,0,0
0.698,0,0,0,0
0.7,0,0,0,0
0.702,0,0,0,0
0.704,0,0,0,0
0.706,0,0,0,0
0.708,0,0,0,0
0.71,0,0,0,0
0.712,0,0,0,0
0.714,0,0,0,0
0.716,0,0,0,0
0.718,0,0,0,0
0.72,0,0,0,0
0.722,0,0,0,0
0.724,0,0,0,0
0.726,0,0,0,0
0.728,0,0,0,0
0.73,0,0,0,0
0.732,0,0,0,0
0.734,0,0,0,0
0.736,0,0,0,0
0.738,0,0,0,0
0.74,0,0,0,0
0.742,0,0,0,0
0.744,0,0,0,0
0.746,0,0,0,0
0.748,0,0,0,0
0.75,0,0,0,0
0.752,0,0,0,0
0.754,0,0,0,0
0.756,0,0,0,0
0.758,0,0,0,0
0.76,0,0,0,0
0.762,0,0,0,0
0.764,0,0,0,0
0.766,0,0,0,0
0.768,0,0,0,0
0.77,0,0,0,0
0.772,0,0,0,0
0.774,0,0,0,0
0.776,0,0,0,0
0.778,0,0,0,0
0.78,0,0,0,0
0.782,0,0,0,0
0.784,0,0,0,0
0.786,0,0,0,0
0.788,0,0,0,0
0.79,0,0,0,0
0.792,0,0,0,0
0.794,0,0,0,0
0.796,0,0,0,0
0.798,0,0,0,0
0.8,0,0,0,0
0.802,0,0,0,0
0.804,0,0,0,0
0.806,0,0,0,0
0.808,0,0,0,0
0.81,0,0,0,0
0.812,0,0,0,0
0.814,0,0,0,0
0.816,0,0,0,0
0.818,0,0,0,0
0.82,0,0,0,0
0.822,0,0,0,0
0.824,0,0,0,0
0.826,0,0,0,0
0.828,0,0,0,0
0.83,0,0,0,0
0.832,0,0,0,0
0.834,0,0,0,0
0.836,0,0,0,0
0.838,0,0,0,0
0.84,0,0,0,0
0.842,0,0,0,0
0.844,0,0,0,0
0.846,0,0,0,0
0.848,0,0,0,0
0.85,0,0,0,0
0.852,0,0,0,0
0.854,0,0,0,0
0.856,0,0,0,0
0.858,0,0,0,0
0.86,0,0,0,0
0.862,0,0,0,0
0.864,0,0,0,0
0.866,0,0,0,0
0.868,0,0,0,0
0.87,0,0,0,0
0.872,0,0,0,0
0.874,0,0,0,0
0.876,0,0,0,0
0.878,0,0,0,0
0.88,0,0,0,0
0.882,0,0,0,0
0.884,0,0,0,0
0.886,0,0,0,0
0.888,0,0,0,0
0.89,0,0,0,0
0.892,0,0,0,0
0.894,0,0,0,0
0.896,0,0,0,0
0.898,0,0,0,0
0.9,0,0,0,0
0.902,0,0,0,0
0.904,0,0,0,0
0.906,0,0,0,0
0.908,0,0,0,0
0.91,0,0,0,0
0.912,0,0,0,0
0.914,0,0,0,0
0.916,0,0,0,0
0.918,0,0,0,0
0.92,0,0,0,0
0.922,0,0,0,0
0.924,0,0,0,0
0.926,0,0,0,0
0.928,0,0,0,0
0.93,0,0,0,0
0.932,0,0,0,0
0.934,0,0,0,0
0.936,0,0,0,0
0.938,0,0,0,0
0.94,0,0,0,0
0.942,0,0,0,0
0.944,0,0,0,0
0.946,0,0,0,0
0.948,0,0,0,0
0.95,0,0,0,0
0.952,0,0,0,0
0.954,0,0,0,0
0.956,0,0,0,0
0.958,0,0,0,0
0.96,0,0,0,0
0.962,0,0,0,0
0.964,0,0,0,0
0.966,0,0,0,0
0.968,0,0,0,0
0.97,0,0,0,0
0.972,0,0,0,0
0.974,0,0,0,0
0.976,0,0,0,0
0.978,0,0,0,0
0.98,0,0,0,0
0.982,0,0,0,0
0.984,0,0,0,0
0.986,0,0,0,0
0.988,0,0,0,0
0.99,0,0,0,0
0.992,0,0,0,0
0.994,0,0,0,0
0.996,0,0,0,0
0.998,0,0,0,0
1,0,6.2832,0,0
1.002,0,6.2832,0,0
1.004,0,6.2832,0,0
1.006,0,6.2832,0,0
1.008,0,6.2832,0,0
1.01,0,6.2832,0,0
1.012,0.00306796,6.2832,0.00306796,0.00306796
1.014,0.00306796,6.2832,0.00306796,0.00306796
1.016,0.00613592,6.2832,0.00306796,0.00306796
1.018,0.00920388,6.2832,0.00613592,0.00306796
1.02,0.0122718,6.2832,0.00920388,0.00613592
1.022,0.0184078,6.2832,0.0122718,0.00613592
1.024,0.0245437,6.2832,0.0153398,0.00920388
1.026,0.0306796,6.2832,0.0184078,0.0122718
1.028,0.0368155,6.2832,0.0245437,0.0153398
1.03,0.0460194,6.2832,0.0276116,0.0184078
1.032,0.0552233,6.2832,0.0337476,0.0214757
1.034,0.0674951,6.2832,0.0398835,0.0245437
1.036,0.079767,6.2832,0.0490874,0.0306796
1.038,0.0920388,6.2832,0.0552233,0.0368155
1.04,0.107379,6.2832,0.0644272,0.0429514
1.042,0.122718,6.2832,0.073631,0.0490874
1.044,0.141126,6.2832,0.0859029,0.0552233
1.046,0.159534,6.2832,0.0951068,0.0613592
1.048,0.177942,6.2832,0.107379,0.0705631
1.05,0.199417,6.2832,0.11965,0.079767
1.052,0.223961,6.2832,0.13499,0.0889708
1.054,0.248505,6.2832,0.15033,0.0981747
1.056,0.273048,6.2832,0.16567,0.107379
1.058,0.30066,6.2832,0.184078,0.11965
1.06,0.33134,6.2832,0.199417,0.128854
1.062,0.362019,6.2832,0.220893,0.141126
1.064,0.392699,6.2832,0.239301,0.153398
1.066,0.429514,6.2832,0.260777,0.16567
1.068,0.463262,6.2832,0.282252,0.18101
1.07,0.503145,6.2832,0.306796,0.193281
1.072,0.539961,6.2832,0.33134,0.208621
1.074,0.579844,6.2832,0.355883,0.223961
1.076,0.622796,6.2832,0.383495,0.242369
1.078,0.668815,6.2832,0.411107,0.257709
1.08,0.714835,6.2832,0.438718,0.276116
1.082,0.760854,6.2832,0.469398,0.294524
1.084,0.809941,6.2832,0.500077,0.312932
1.086,0.862097,6.2832,0.530757,0.33134
1.088,0.914252,6.2832,0.564505,0.352815
1.09,0.966407,6.2832,0.60132,0.371223
1.092,1.0247,6.2832,0.635068,0.392699
1.094,1.07992,6.2832,0.671883,0.414175
1.096,1.14128,6.2832,0.708699,0.43565
1.098,1.19957,6.2832,0.748582,0.460194
1.1,1.264,6.2832,0.788466,0.484738
1.102,1.32536,6.2832,0.828349,0.506213
1.104,1.39285,6.2832,0.871301,0.530757
1.106,1.46035,6.2832,0.914252,0.558369
1.108,1.53091,6.2832,0.960271,0.582912
1.11,1.59841,6.2832,1.00322,0.607456
1.112,1.66897,6.2832,1.04924,0.635068
1.114,1.7426,6.2832,1.09526,0.662679
1.116,1.81623,6.2832,1.14435,0.690291
1.118,1.89293,6.2832,1.1965,0.717903
1.12,1.9727,6.2832,1.24559,0.748582
1.122,2.05247,6.2832,1.29775,0.776194
1.124,2.1353,6.2832,1.3499,0.806873
1.126,2.21507,6.2832,1.40206,0.837553
1.128,2.30097,6.2832,1.45728,0.868233
1.13,2.3838,6.2832,1.5125,0.898912
1.132,2.46971,6.2832,1.5708,0.929592
1.134,2.55561,6.2832,1.62602,0.960271
1.136,2.64458,6.2832,1.68431,0.994019
1.138,2.73662,6.2832,1.7426,1.0247
1.14,2.82866,6.2832,1.80396,1.05845
1.142,2.9207,6.2832,1.86225,1.09219
1.144,3.01274,6.2832,1.92668,1.12594
1.146,3.10784,6.2832,1.98804,1.15969
1.148,3.20295,6.2832,2.05247,1.19344
1.15,3.29806,6.2832,2.11689,1.23025
1.152,3.39623,6.2832,2.18132,1.264
1.154,3.49441,6.2832,2.24575,1.30082
1.156,3.59565,6.2832,2.31324,1.33763
1.158,3.69689,6.2832,2.38074,1.37138
1.16,3.79507,6.2832,2.44823,1.40819
1.162,3.89631,6.2832,2.5188,1.44501
1.164,4.00062,6.2832,2.58629,1.48182
1.166,4.10493,6.2832,2.65685,1.51864
1.168,4.20924,6.2832,2.72742,1.55546
1.17,4.31662,6.2832,2.80105,1.59227
1.172,4.42093,6.2832,2.87161,1.63215
1.174,4.52831,6.2832,2.94524,1.66897
1.176,4.63262,6.2832,3.0158,1.70579
1.178,4.74307,6.2832,3.08944,1.74567
1.18,4.85044,6.2832,3.16613,1.78248
1.182,4.96089,6.2832,3.23977,1.82237
1.184,5.06827,6.2832,3.31646,1.85918
1.186,5.17872,6.2832,3.3901,1.89907
1.188,5.28916,6.2832,3.46679,1.93588
1.19,5.39654,6.2832,3.54656,1.97577
1.192,5.51006,6.2832,3.62019,2.01565
1.194,5.6205,6.2832,3.69689,2.05553
1.196,5.73095,6.2832,3.77666,2.09542
1.198,5.8414,6.2832,3.85336,2.13223
1.2,5.95491,6.2832,3.93312,2.17212
1.202,6.06536,6.2832,4.00982,2.212
1.204,6.1758,6.2832,4.08959,2.25188
1.206,6.28932,6.2832,4.16629,2.29177
1.208,6.39976,6.2832,4.24606,2.33165
1.21,6.51328,6.2832,4.32889,2.36847
1.212,6.62373,6.2832,4.40866,2.40835
1.214,6.73417,6.2832,4.48843,2.44823
1.216,6.84462,6.2832,4.56819,2.48812
1.218,6.95507,6.2832,4.64796,2.528
1.22,7.06858,6.2832,4.72773,2.56788
1.222,7.17903,6.2832,4.80749,2.60777
1.224,7.28947,6.2832,4.89033,2.64765
1.226,7.39685,6.2832,4.9701,2.68753
1.228,7.5073,6.2832,5.05293,2.72435
1.23,7.61468,6.2832,5.1327,2.76423
1.232,7.72206,6.2832,5.21246,2.80412
1.234,7.8325,6.2832,5.29223,2.844
1.236,7.93988,6.2832,5.37507,2.88388
1.238,8.04726,6.2832,5.4579,2.9207
1.24,8.15464,6.2832,5.53767,2.96058
1.242,8.25895,6.2832,5.61743,3.00046
1.244,8.36326,6.2832,5.6972,3.04035
1.246,8.46757,6.2832,5.77697,3.08023
1.248,8.57188,6.2832,5.85674,3.11705
1.25,8.67312,6.2832,5.93957,3.15693
1.252,8.77743,6.2832,6.01934,3.19375
1.254,8.87868,6.2832,6.0991,3.23363
1.256,8.97685,6.2832,6.17887,3.27351
1.258,9.07503,6.2832,6.25864,3.31033
1.26,9.1732,6.2832,6.33534,3.34714
1.262,9.26831,6.2832,6.4151,3.38703
1.264,9.36648,6.2832,6.49487,3.42384
1.266,9.46159,6.2832,6.57464,3.46066
1.268,9.55363,6.2832,6.65134,3.49747
1.27,9.64873,6.2832,6.7311,3.53736
1.272,9.73771,6.2832,6.8078,3.57417
1.274,9.82668,6.2832,6.8845,3.61099
1.276,9.91565,6.2832,6.9612,3.6478
1.278,10.0046,6.2832,7.0379,3.68462
1.28,10.0905,6.2832,7.1146,3.72144
1.282,10.1764,6.2832,7.1913,3.75825
1.284,10.2593,6.2832,7.26493,3.79507
1.286,10.3421,6.2832,7.33856,3.83188
1.288,10.4188,6.2832,7.41219,3.86563
1.29,10.4986,6.2832,7.48889,3.90245
1.292,10.5783,6.2832,7.56252,3.93619
1.294,10.655,6.2832,7.63615,3.97301
1.296,10.7287,6.2832,7.70672,4.00982
1.298,10.7992,6.2832,7.77728,4.04357
1.3,10.8729,6.2832,7.85091,4.07732
1.302,10.9403,6.2832,7.92147,4.11107
1.304,11.0078,6.2832,7.99204,4.14481
1.306,11.0753,6.2832,8.0626,4.17856
1.308,11.1398,6.2832,8.13009,4.21231
1.31,11.2011,6.2832,8.19759,4.24606
1.312,11.2625,6.2832,8.26508,4.2798
1.314,11.3208,6.2832,8.33258,4.31355
1.316,11.3791,6.2832,8.40007,4.3473
1.318,11.4343,6.2832,8.4645,4.37798
1.32,11.4895,6.2832,8.532,4.41173
1.322,11.5386,6.2832,8.59336,4.44241
1.324,11.5908,6.2832,8.65778,4.47615
1.326,11.6368,6.2832,8.72221,4.50683
1.328,11.6828,6.2832,8.78357,4.53751
1.33,11.7257,6.2832,8.848,4.56819
1.332,11.7687,6.2832,8.90629,4.60194
1.334,11.8086,6.2832,8.96765,4.62955
1.336,11.8485,6.2832,9.02594,4.6633
1.338,11.8822,6.2832,9.08423,4.69091
1.34,11.916,6.2832,9.14252,4.72159
1.342,11.9466,6.2832,9.20081,4.75227
1.344,11.9773,6.2832,9.25604,4.77988
1.346,12.0049,6.2832,9.31433,4.81056
1.348,12.0325,6.2832,9.36648,4.84124
1.35,12.054,6.2832,9.42171,4.86885
1.352,12.0755,6.2832,9.47386,4.89646
1.354,12.097,6.2832,9.52602,4.92408
1.356,12.1123,6.2832,9.57817,4.95476
1.358,12.1276,6.2832,9.63033,4.98237
1.36,12.1399,6.2832,9.67941,5.00691
1.362,12.1522,6.2832,9.7285,5.03452
1.364,12.1614,6.2832,9.77452,5.06213
1.366,12.1675,6.2832,9.82361,5.08975
1.368,12.1737,6.2832,9.86963,5.11736
1.37,12.1737,6.2832,9.91565,5.1419
1.372,12.1737,6.2832,9.9586,5.16644
1.374,12.1737,6.2832,10.0015,5.19406
1.376,12.1706,6.2832,10.0445,5.22167
1.378,12.1645,6.2832,10.0875,5.24621
1.38,12.1553,6.2832,10.1273,5.27076
1.382,12.1461,6.2832,10.1672,5.2953
1.384,12.1338,6.2832,10.2071,5.31984
1.386,12.1215,6.2832,10.247,5.34439
1.388,12.1031,6.2832,10.2838,5.36893
1.39,12.0847,6.2832,10.3175,5.39347
1.392,12.0663,6.2832,10.3544,5.41495
1.394,12.0417,6.2832,10.3881,5.43949
1.396,12.0172,6.2832,10.4219,5.46097
1.398,11.9896,6.2832,10.4556,5.48551
1.4,11.962,6.2832,10.4863,5.50699
1.402,11.9313,6.2832,10.517,5.52846
1.404,11.9006,6.2832,10.5446,5.55301
1.406,11.8669,6.2832,10.5753,5.57448
1.408,11.8301,6.2832,10.6029,5.59596
1.41,11.7902,6.2832,10.6305,5.61743
1.412,11.7503,6.2832,10.655,5.63891
1.414,11.7073,6.2832,10.6796,5.66039
1.416,11.6613,6.2832,10.7041,5.68186
1.418,11.6153,6.2832,10.7256,5.70027
1.42,11.5693,6.2832,10.7501,5.72175
1.422,11.5171,6.2832,10.7716,5.74015
1.424,11.465,6.2832,10.79,5.76163
1.426,11.4097,6.2832,10.8084,5.78004
1.428,11.3545,6.2832,10.8268,5.80151
1.43,11.2962,6.2832,10.8452,5.81992
1.432,11.2379,6.2832,10.8606,5.83833
1.434,11.1766,6.2832,10.8759,5.85674
1.436,11.1152,6.2832,10.8913,5.87821
1.438,11.0477,6.2832,10.9035,5.89355
1.44,10.9833,6.2832,10.9158,5.91503
1.442,10.9158,6.2832,10.9281,5.93037
1.444,10.8452,6.2832,10.9373,5.94877
1.446,10.7747,6.2832,10.9465,5.96718
1.448,10.701,6.2832,10.9557,5.98559
1.45,10.6274,6.2832,10.9618,6.00093
1.452,10.5507,6.2832,10.971,6.01934
1.454,10.4709,6.2832,10.9741,6.03775
1.456,10.3912,6.2832,10.9802,6.05309
1.458,10.3145,6.2832,10.9833,6.07149
1.46,10.2316,6.2832,10.9864,6.08683
1.462,10.1457,6.2832,10.9894,6.10217
1.464,10.0629,6.2832,10.9925,6.12058
1.466,9.97701,6.2832,10.9925,6.13592
1.468,9.88804,6.2832,10.9925,6.15126
1.47,9.79906,6.2832,10.9925,6.1666
1.472,9.71009,6.2832,10.9894,6.18194
1.474,9.61805,6.2832,10.9864,6.19728
1.476,9.52602,6.2832,10.9833,6.21262
1.478,9.43091,6.2832,10.9772,6.22796
1.48,9.3358,6.2832,10.971,6.2433
1.482,9.2407,6.2832,10.9649,6.25864
1.484,9.14559,6.2832,10.9588,6.27091
1.486,9.04741,6.2832,10.9495,6.28625
1.488,8.94617,6.2832,10.9434,6.30159
1.49,8.848,6.2832,10.9342,6.31386
1.492,8.74675,6.2832,10.9219,6.3292
1.494,8.64244,6.2832,10.9127,6.34454
1.496,8.5412,6.2832,10.9005,6.35681
1.498,8.43996,6.2832,10.8882,6.36908
1.5,8.33565,6.2832,10.8729,6.38442
1.502,8.22827,6.2832,10.8606,6.3967
1.504,8.12089,6.2832,10.8452,6.40897
1.506,8.01351,6.2832,10.8299,6.42431
1.508,7.9092,6.2832,10.8146,6.43658
1.51,7.80182,6.2832,10.7962,6.44885
1.512,7.69444,6.2832,10.7777,6.46112
1.514,7.584,6.2832,10.7593,6.4734
1.516,7.47355,6.2832,10.7409,6.48567
1.518,7.36617,6.2832,10.7225,6.49794
1.52,7.25573,6.2832,10.701,6.51021
1.522,7.14835,6.2832,10.6796,6.52248
1.524,7.0379,6.2832,10.6581,6.53475
1.526,6.92745,6.2832,10.6366,6.54396
1.528,6.81394,6.2832,10.6121,6.55623
1.53,6.70349,6.2832,10.5906,6.5685
1.532,6.58998,6.2832,10.5661,6.57771
1.534,6.47953,6.2832,10.5415,6.58998
1.536,6.36908,6.2832,10.5139,6.60225
1.538,6.25864,6.2832,10.4894,6.61452
1.54,6.14819,6.2832,10.4617,6.62373
1.542,6.03468,6.2832,10.4341,6.63293
1.544,5.92116,6.2832,10.4065,6.6452
1.546,5.81072,6.2832,10.3789,6.65441
1.548,5.70027,6.2832,10.3513,6.66668
1.55,5.58982,6.2832,10.3206,6.67588
1.552,5.48244,6.2832,10.2899,6.68815
1.554,5.36893,6.2832,10.2593,6.69736
1.556,5.25848,6.2832,10.2286,6.70656
1.558,5.14804,6.2832,10.1979,6.71576
1.56,5.04066,6.2832,10.1642,6.72497
1.562,4.93021,6.2832,10.1335,6.73724
1.564,4.82283,6.2832,10.0997,6.74644
1.566,4.71545,6.2832,10.066,6.75565
1.568,4.60501,6.2832,10.0322,6.76485
1.57,4.5007,6.2832,9.99848,6.77406
1.572,4.39332,6.2832,9.96473,6.78326
1.574,4.28901,6.2832,9.92792,6.79246
1.576,4.1847,6.2832,9.8911,6.80167
1.578,4.08039,6.2832,9.85736,6.81087
1.58,3.97914,6.2832,9.82054,6.81701
1.582,3.87483,6.2832,9.78372,6.82621
1.584,3.77359,6.2832,9.74691,6.83541
1.586,3.67235,6.2832,9.71009,6.84462
1.588,3.57111,6.2832,9.67021,6.85382
1.59,3.476,6.2832,9.63339,6.85996
1.592,3.37782,6.2832,9.59351,6.86916
1.594,3.27965,6.2832,9.55363,6.87837
1.596,3.18454,6.2832,9.51681,6.8845
1.598,3.08944,6.2832,9.47693,6.89371
1.6,2.99433,6.2832,9.43704,6.90291
1.602,2.90536,6.2832,9.39716,6.90905
1.604,2.81332,6.2832,9.35421,6.91825
1.606,2.72435,6.2832,9.31433,6.92439
1.608,2.63231,6.2832,9.27444,6.93359
1.61,2.54641,6.2832,9.23149,6.93973
1.612,2.4605,6.2832,9.19161,6.94586
1.614,2.3746,6.2832,9.14866,6.95507
1.616,2.29177,6.2832,9.10877,6.9612
1.618,2.212,6.2832,9.06582,6.97041
1.62,2.13223,6.2832,9.02287,6.97654
1.622,2.05247,6.2832,8.97992,6.98268
1.624,1.9727,6.2832,8.94004,6.99188
1.626,1.89907,6.2832,8.89708,6.99802
1.628,1.82544,6.2832,8.85413,7.00415
1.63,1.75181,6.2832,8.81118,7.01029
1.632,1.68124,6.2832,8.76516,7.01642
1.634,1.61375,6.2832,8.72221,7.02256
1.636,1.54318,6.2832,8.67926,7.03176
1.638,1.47876,6.2832,8.63631,7.0379
1.64,1.41433,6.2832,8.59336,7.04404
1.642,1.35297,6.2832,8.54734,7.05017
1.644,1.29161,6.2832,8.50439,7.05631
1.646,1.23332,6.2832,8.46143,7.06244
1.648,1.17503,6.2832,8.41848,7.06858
1.65,1.11981,6.2832,8.37246,7.07472
1.652,1.06765,6.2832,8.32951,7.08085
1.654,1.01549,6.2832,8.28656,7.08392
1.656,0.966407,6.2832,8.24054,7.09006
1.658,0.920388,6.2832,8.19759,7.09619
1.66,0.874369,6.2832,8.15157,7.10233
1.662,0.831417,6.2832,8.10862,7.10846
1.664,0.788466,6.2832,8.06567,7.1146
1.666,0.748582,6.2832,8.02272,7.11767
1.668,0.711767,6.2832,7.9767,7.1238
1.67,0.674951,6.2832,7.93374,7.12994
1.672,0.644272,6.2832,7.89079,7.13301
1.674,0.610524,6.2832,7.84477,7.13914
1.676,0.582912,6.2832,7.80182,7.14528
1.678,0.555301,6.2832,7.75887,7.14835
1.68,0.527689,6.2832,7.71592,7.15448
1.682,0.506213,6.2832,7.6699,7.16062
1.684,0.484738,6.2832,7.62695,7.16369
1.686,0.46633,6.2832,7.584,7.16982
1.688,0.447922,6.2832,7.54105,7.17289
1.69,0.432582,6.2832,7.49809,7.17903
1.692,0.420311,6.2832,7.45514,7.18209
1.694,0.408039,6.2832,7.40912,7.18823
1.696,0.401903,6.2832,7.36617,7.1913
1.698,0.392699,6.2832,7.32322,7.19743
1.7,0.389631,6.2832,7.28027,7.2005
1.702,0.386563,6.2832,7.24039,7.20357
1.704,0.386563,6.2832,7.19743,7.20971
1.706,0.386563,6.2832,7.15448,7.21277
1.708,0.392699,6.2832,7.11153,7.21891
1.71,0.398835,6.2832,7.06858,7.22198
1.712,0.404971,6.2832,7.0287,7.22505
1.714,0.417243,6.2832,6.98574,7.23118
1.716,0.429514,6.2832,6.94586,7.23425
1.718,0.441786,6.2832,6.90291,7.23732
1.72,0.457126,6.2832,6.86303,7.24039
1.722,0.475534,6.2832,6.82008,7.24652
1.724,0.49701,6.2832,6.78019,7.24959
1.726,0.518485,6.2832,6.74031,7.25266
1.728,0.543029,6.2832,6.70042,7.25573
1.73,0.570641,6.2832,6.66054,7.25879
1.732,0.598252,6.2832,6.62066,7.26186
1.734,0.628932,6.2832,6.58077,7.26493
1.736,0.662679,6.2832,6.54089,7.27107
1.738,0.696427,6.2832,6.50408,7.27413
1.74,0.733242,6.2832,6.46419,7.2772
1.742,0.773126,6.2832,6.42431,7.28027
1.744,0.813009,6.2832,6.38749,7.28334
1.746,0.855961,6.2832,6.34761,7.2864
1.748,0.898912,6.2832,6.31079,7.28947
1.75,0.944932,6.2832,6.27398,7.29254
1.752,0.994019,6.2832,6.23716,7.29561
1.754,1.04311,6.2832,6.20035,7.29868
1.756,1.09526,6.2832,6.16353,7.30174
1.758,1.15048,6.2832,6.12672,7.30481
1.76,1.20571,6.2832,6.09297,7.30788
1.762,1.264,6.2832,6.05615,7.30788
1.764,1.32229,6.2832,6.02241,7.31095
1.766,1.38365,6.2832,5.98866,7.31402
1.768,1.44808,6.2832,5.95184,7.31708
1.77,1.50944,6.2832,5.91809,7.32015
1.772,1.57693,6.2832,5.88435,7.32322
1.774,1.64443,6.2832,5.8506,7.32629
1.776,1.71499,6.2832,5.81992,7.32629
1.778,1.78555,6.2832,5.78617,7.32936
1.78,1.85918,6.2832,5.75242,7.33242
1.782,1.93281,6.2832,5.72175,7.33549
1.784,2.00951,6.2832,5.69107,7.33549
1.786,2.08928,6.2832,5.66039,7.33856
1.788,2.16598,6.2832,5.62971,7.34163
1.79,2.24575,6.2832,5.59903,7.3447
1.792,2.32858,6.2832,5.56835,7.3447
1.794,2.41448,6.2832,5.53767,7.34776
1.796,2.50039,6.2832,5.51006,7.35083
1.798,2.58629,6.2832,5.47938,7.35083
1.8,2.67219,6.2832,5.45176,7.3539
1.802,2.76116,6.2832,5.42415,7.3539
1.804,2.85013,6.2832,5.39654,7.35697
1.806,2.94524,6.2832,5.36893,7.36004
1.808,3.03728,6.2832,5.34132,7.36004
1.81,3.13239,6.2832,5.31677,7.3631
1.812,3.22443,6.2832,5.28916,7.3631
1.814,3.3226,6.2832,5.26462,7.36617
1.816,3.41771,6.2832,5.24008,7.36617
1.818,3.51588,6.2832,5.21553,7.36924
1.82,3.61712,6.2832,5.19099,7.36924
1.822,3.7153,6.2832,5.16644,7.36924
1.824,3.81654,6.2832,5.14497,7.37231
1.826,3.91778,6.2832,5.12043,7.37231
1.828,4.0221,6.2832,5.09895,7.37538
1.83,4.12334,6.2832,5.07747,7.37538
1.832,4.23072,6.2832,5.056,7.37538
1.834,4.33503,6.2832,5.03145,7.37844
1.836,4.44241,6.2832,5.01305,7.37844
1.838,4.54672,6.2832,4.99157,7.37844
1.84,4.6541,6.2832,4.9701,7.38151
1.842,4.76147,6.2832,4.95169,7.38151
1.844,4.86885,6.2832,4.93328,7.38151
1.846,4.9793,6.2832,4.91487,7.38458
1.848,5.08975,6.2832,4.89646,7.38458
1.85,5.19712,6.2832,4.87806,7.38458
1.852,5.30757,6.2832,4.85965,7.38458
1.854,5.41802,6.2832,4.84431,7.38765
1.856,5.52846,6.2832,4.82897,7.38765
1.858,5.63891,6.2832,4.81056,7.38765
1.86,5.75242,6.2832,4.79522,7.38765
1.862,5.86287,6.2832,4.77988,7.38765
1.864,5.97332,6.2832,4.76761,7.39072
1.866,6.08376,6.2832,4.75227,7.39072
1.868,6.19728,6.2832,4.74,7.39072
1.87,6.30773,6.2832,4.72466,7.39072
1.872,6.41817,6.2832,4.71239,7.39072
1.874,6.53169,6.2832,4.70011,7.39072
1.876,6.64213,6.2832,4.68784,7.39072
1.878,6.75565,6.2832,4.67557,7.39072
1.88,6.86609,6.2832,4.6633,7.39072
1.882,6.97347,6.2832,4.6541,7.39072
1.884,7.08699,6.2832,4.64489,7.39378
1.886,7.2005,6.2832,4.63262,7.39378
1.888,7.30788,6.2832,4.62342,7.39378
1.89,7.41833,6.2832,4.61421,7.39378
1.892,7.52877,6.2832,4.60808,7.39378
1.894,7.63615,6.2832,4.59887,7.39378
1.896,7.74353,6.2832,4.58967,7.39378
1.898,7.85398,6.2832,4.58353,7.39378
1.9,7.96442,6.2832,4.5774,7.39378
1.902,8.06873,6.2832,4.57126,7.39378
1.904,8.17611,6.2832,4.56512,7.39378
1.906,8.28042,6.2832,4.55899,7.39378
1.908,8.38473,6.2832,4.55285,7.39378
1.91,8.48905,6.2832,4.54978,7.39378
1.912,8.59642,6.2832,4.54365,7.39378
1.914,8.69767,6.2832,4.54058,7.39378
1.916,8.79891,6.2832,4.53751,7.39378
1.918,8.90015,6.2832,4.53444,7.39378
1.92,9.00139,6.2832,4.53138,7.39378
1.922,9.0965,6.2832,4.52831,7.39378
1.924,9.19774,6.2832,4.52831,7.39378
1.926,9.29592,6.2832,4.52524,7.39378
1.928,9.39103,6.2832,4.52524,7.39378
1.93,9.48613,6.2832,4.52524,7.39378
1.932,9.57817,6.2832,4.52524,7.39378
1.934,9.67021,6.2832,4.52524,7.39378
1.936,9.76225,6.2832,4.52524,7.39378
1.938,9.85122,6.2832,4.52524,7.39378
1.94,9.94019,6.2832,4.52831,7.39378
1.942,10.0261,6.2832,4.52831,7.39378
1.944,10.1151,6.2832,4.53138,7.39378
1.946,10.201,6.2832,4.53444,7.39378
1.948,10.2838,6.2832,4.53751,7.39378
1.95,10.3666,6.2832,4.54058,7.39378
1.952,10.4464,6.2832,4.54365,7.39378
